word,reading_hira
照合,しょうごう
分身,ぶんしん
巻末,かんまつ
大軍,たいぐん
帰途,きと
安らか,やすらか
同心,どうしん
土俵,どひょう
大笑い,おおわらい
瞭然,りょうぜん
繋ぎ,つなぎ
便器,べんき
鶯,うぐいす
波打つ,なみうつ
実権,じっけん
賑わい,にぎわい
突進,とっしん
検閲,けんえつ
入道,にゅうどう
至難,しなん
食する,しょくする
狂言,きょうげん
赤子,あかご
病原,びょうげん
木目,きめ
塗り,ぬり
肥満,ひまん
着任,ちゃくにん
奇襲,きしゅう
凸凹,でこぼこ
手先,てさき
疑似,ぎじ
木の実,このみ
投げ,なげ
定住,ていじゅう
勾配,こうばい
静まり返る,しずまりかえる
茫然,ぼうぜん
和人,わじん
言い残す,いいのこす
常勤,じょうきん
仰せ,おおせ
仰,おおせ
一晩,ひとばん
魚屋,さかなや
召集,しょうしゅう
空虚,くうきょ
詰る,なじる
照る,てる
別物,べつもの
懐疑,かいぎ
艶やか,あでやか
素麺,そうめん
耳元,みみもと
体感,たいかん
徐に,おもむろに
糖尿,とうにょう
物音,ものおと
牢,ろう
源流,げんりゅう
降り懸かる,ふりかかる
降りかかる,ふりかかる
倍増,ばいぞう
超す,こす
折々,おりおり
力士,りきし
斯かる,かかる
清々しい,すがすがしい
流れ出す,ながれだす
流出す,ながれだす
発車,はっしゃ
償却,しょうきゃく
島々,しまじま
見苦しい,みぐるしい
当社,とうしゃ
魅する,みする
潜伏,せんぷく
学識,がくしき
目まぐるしい,めまぐるしい
官能,かんのう
弁明,べんめい
渓谷,けいこく
解き放つ,ときはなつ
伸し掛かる,のしかかる
天秤,てんびん
呼び戻す,よびもどす
依拠,いきょ
畏まる,かしこまる
人文,じんぶん
蝸牛,かたつむり
浴槽,よくそう
退去,たいきょ
郭,かく
偽善,ぎぜん
揃い,そろい
方程,ほうてい
吹かす,ふかす
署長,しょちょう
発起,ほっき
高騰,こうとう
徴兵,ちょうへい
即時,そくじ
凹む,へこむ
歌声,うたごえ
松葉,まつば
理学,りがく
右上,みぎうえ
口走る,くちばしる
二分,にぶん
母性,ぼせい
恩師,おんし
盗賊,とうぞく
平原,へいげん
助け合う,たすけあう
名高い,なだかい
完備,かんび
重役,じゅうやく
満ち溢れる,みちあふれる
満ちあふれる,みちあふれる
優等,ゆうとう
防空,ぼうくう
党派,とうは
真上,まうえ
先決,せんけつ
羽織,はおり
剥ぎ取る,はぎとる
はぎ取る,はぎとる
人心,じんしん
在職,ざいしょく
王権,おうけん
五輪,ごりん
権勢,けんせい
群れる,むれる
円満,えんまん
疲弊,ひへい
終点,しゅうてん
主席,しゅせき
漏れ,もれ
跳ねる,はねる
突き詰める,つきつめる
船団,せんだん
障壁,しょうへき
剃刀,かみそり
狭義,きょうぎ
憲章,けんしょう
静まる,しずまる
臨終,りんじゅう
貴様,きさま
歩み寄る,あゆみよる
動画,どうが
綿密,めんみつ
塗装,とそう
邦訳,ほうやく
食用,しょくよう
奇異,きい
生やす,はやす
海戦,かいせん
虫歯,むしば
灰汁,あく
仕打ち,しうち
一掃,いっそう
伸び伸び,のびのび
急進,きゅうしん
改変,かいへん
成員,せいいん
飛び越える,とびこえる
書き直す,かきなおす
蝋,ろう
取り付け,とりつけ
研,けん
湿地,しっち
不妊,ふにん
掘り起こす,ほりおこす
眼球,がんきゅう
別途,べっと
町民,ちょうみん
希少,きしょう
痣,あざ
急性,きゅうせい
開封,かいふう
因子,いんし
轟く,とどろく
抉る,えぐる
配備,はいび
民権,みんけん
昼過ぎ,ひるすぎ
敬う,うやまう
君子,くんし
採算,さいさん
如実,にょじつ
短大,たんだい
通説,つうせつ
激突,げきとつ
知名,ちめい
人足,にんそく
肺炎,はいえん
準用,じゅんよう
明るみ,あかるみ
労組,ろうそ
元旦,がんたん
教頭,きょうとう
汲み取る,くみとる
くみ取る,くみとる
排斥,はいせき
月々,つきづき
租税,そぜい
ホクオウ鱻外,ほくおう
北欧,ほくおう
大寺,だいじ
命懸け,いのちがけ
命がけ,いのちがけ
奉納,ほうのう
推し進める,おしすすめる
陰気,いんき
帰化,きか
白状,はくじょう
竦める,すくめる
天守,てんしゅ
支社,ししゃ
管内,かんない
転売,てんばい
島民,とうみん
通話,つうわ
離陸,りりく
内定,ないてい
下方,かほう
養護,ようご
河豚,ふぐ
随筆,ずいひつ
流儀,りゅうぎ
孤児,こじ
合弁,ごうべん
曲がり,まがり
美味,びみ
見え隠れ,みえかくれ
銃弾,じゅうだん
量産,りょうさん
重き,おもき
賃,ちん
骨董,こっとう
塞がる,ふさがる
開口,かいこう
梃子,てこ
蚊帳,かや
交わり,まじわり
安静,あんせい
愛称,あいしょう
隣国,りんごく
射程,しゃてい
有給,ゆうきゅう
背骨,せぼね
照らし出す,てらしだす
凭れる,もたれる
馬力,ばりき
鮑,あわび
先述,せんじゅつ
占う,うらなう
売り込む,うりこむ
空き地,あきち
素顔,すがお
青銅,せいどう
昴,すばる
立ち並ぶ,たちならぶ
動脈,どうみゃく
怪訝,けげん
垢,あか
突き抜ける,つきぬける
独り歩き,ひとりあるき
就労,しゅうろう
病的,びょうてき
衰え,おとろえ
楽園,らくえん
逆手,さかて
蔑ろ,ないがしろ
腹痛,はらいた
制圧,せいあつ
信奉,しんぽう
重ね合わせる,かさねあわせる
身の代,みのしろ
後見,こうけん
大仏,だいぶつ
華々しい,はなばなしい
交友,こうゆう
渇く,かわく
発砲,はっぽう
断行,だんこう
取り返し,とりかえし
営,えい
封印,ふういん
駕籠,かご
本山,ほんざん
睫,まつげ
新報,しんぽう
卓越,たくえつ
帳簿,ちょうぼ
書き残す,かきのこす
美貌,びぼう
出向,しゅっこう
巷,ちまた
院内,いんない
従者,じゅうしゃ
詩集,ししゅう
王位,おうい
仕組む,しくむ
酸っぱい,すっぱい
仏法,ぶっぽう
好転,こうてん
胸元,むなもと
定額,ていがく
収拾,しゅうしゅう
野望,やぼう
水辺,みずべ
風呂敷,ふろしき
居眠り,いねむり
突発,とっぱつ
評,ひょう
小生,しょうせい
窓際,まどぎわ
庇,ひさし
重厚,じゅうこう
散布,さんぷ
寄宿,きしゅく
弱々しい,よわよわしい
欠伸,あくび
押さえ付ける,おさえつける
抑えつける,おさえつける
綴り,つづり
率先,そっせん
拙著,せっちょ
疎ら,まばら
廃する,はいする
初年,しょねん
火照る,ほてる
入れ墨,いれずみ
積,せき
力説,りきせつ
海鼠,なまこ
適宜,てきぎ
静けさ,しずけさ
引き連れる,ひきつれる
格言,かくげん
史観,しかん
絶句,ぜっく
会食,かいしょく
ｍｄ,えむでぃー
ＭＤ,えむでぃー
陣地,じんち
臨海,りんかい
上体,じょうたい
優に,ゆうに
打ち解ける,うちとける
斑,ぶち
手腕,しゅわん
利口,りこう
紫外,しがい
寒冷,かんれい
先刻,せんこく
諮問,しもん
雄弁,ゆうべん
雨戸,あまど
殺ぐ,そぐ
集め,あつめ
刻み込む,きざみこむ
百科,ひゃっか
但し書き,ただしがき
ただし書き,ただしがき
騒然,そうぜん
不詳,ふしょう
予見,よけん
露呈,ろてい
傷む,いたむ
清涼,せいりょう
電線,でんせん
遊牧,ゆうぼく
学長,がくちょう
応急,おうきゅう
買い換える,かいかえる
逆様,さかさま
逆さま,さかさま
打ち消す,うちけす
受領,じゅりょう
特約,とくやく
進入,しんにゅう
鳴り響く,なりひびく
事欠く,ことかく
明神,みょうじん
部数,ぶすう
黒髪,くろかみ
局長,きょくちょう
敷居,しきい
遣り過ごす,やりすごす
やり過ごす,やりすごす
鞍,くら
一握り,ひとにぎり
新株,しんかぶ
随所,ずいしょ
浮き,うき
飲み会,のみかい
太古,たいこ
威圧,いあつ
化合,かごう
生育,せいいく
帰郷,ききょう
名分,めいぶん
休養,きゅうよう
禁,きん
取り払う,とりはらう
壁蝨,だに
全文,ぜんぶん
振り上げる,ふりあげる
蜥蜴,とかげ
有罪,ゆうざい
改め,あらため
着想,ちゃくそう
席上,せきじょう
奏でる,かなでる
軍縮,ぐんしゅく
夜行,やこう
悪党,あくとう
表裏,ひょうり
不穏,ふおん
考え付く,かんがえつく
考えつく,かんがえつく
弱体,じゃくたい
楽屋,がくや
顔触れ,かおぶれ
顔ぶれ,かおぶれ
法規,ほうき
南東,なんとう
鮫,さめ
満期,まんき
焼失,しょうしつ
剣道,けんどう
感傷,かんしょう
通例,つうれい
呆気,あっけ
減量,げんりょう
売り物,うりもの
敗者,はいしゃ
多面,ためん
急便,きゅうびん
ｍｐ,えむぴー
ＭＰ,えむぴー
独学,どくがく
蒲鉾,かまぼこ
痛ましい,いたましい
軽快,けいかい
螺旋,らせん
部類,ぶるい
引っ込める,ひっこめる
石灰,せっかい
直属,ちょくぞく
易,えき
確証,かくしょう
家鴨,あひる
寄生,きせい
排する,はいする
凝縮,ぎょうしゅく
有権,ゆうけん
樹脂,じゅし
菱,ひし
旧制,きゅうせい
永続,えいぞく
怪しむ,あやしむ
大君,おおきみ
面持ち,おももち
同族,どうぞく
見積もる,みつもる
酒場,さかば
脱毛,だつもう
控え,ひかえ
ａｖ,えーぶい
ＡＶ,えーぶい
不毛,ふもう
漕ぎ着ける,こぎつける
一説,いっせつ
紙袋,かみぶくろ
下回る,したまわる
掻き分ける,かきわける
かき分ける,かきわける
受理,じゅり
陽,ひ
大雨,おおあめ
娼婦,しょうふ
王宮,おうきゅう
無実,むじつ
輩出,はいしゅつ
感度,かんど
客席,きゃくせき
朽ちる,くちる
締め,しめ
色褪せる,いろあせる
色あせる,いろあせる
鷺,さぎ
有意,ゆうい
突き刺さる,つきささる
切り上げる,きりあげる
貪欲,どんよく
見,み
監禁,かんきん
察し,さっする
肝要,かんよう
断食,だんじき
復旧,ふっきゅう
前代,ぜんだい
億劫,おっくう
賊,ぞく
無性,むしょう
得体,えたい
松明,たいまつ
虜,とりこ
点滅,てんめつ
南端,なんたん
噛み合う,かみあう
かみ合う,かみあう
信じ込む,しんじこむ
青褪める,あおざめる
青ざめる,あおざめる
合宿,がっしゅく
窪む,くぼむ
吸い取る,すいとる
木陰,こかげ
買い手,かいて
叱咤,しった
南極,なんきょく
情け,なさけ
出撃,しゅつげき
酔っ払い,よっぱらい
苦境,くきょう
一昔,ひとむかし
ひと昔,ひとむかし
座り,すわり
陸海軍,りくかいぐん
練,れん
程良い,ほどよい
退社,たいしゃ
持ち株,もちかぶ
満開,まんかい
良識,りょうしき
金具,かなぐ
高低,こうてい
警護,けいご
呪縛,じゅばく
混入,こんにゅう
失格,しっかく
決め込む,きめこむ
相棒,あいぼう
下地,したじ
脱皮,だっぴ
障る,さわる
点々,てんてん
苛む,さいなむ
屋内,おくない
概略,がいりゃく
上洛,じょうらく
予知,よち
備え,そなえ
張り詰める,はりつめる
張りつめる,はりつめる
逆説,ぎゃくせつ
復員,ふくいん
参道,さんどう
ｐｔａ,ぴーてぃーえー
ＰＴＡ,ぴーてぃーえー
英米,えいべい
亀裂,きれつ
見返す,みかえす
後ろめたい,うしろめたい
聖域,せいいき
女郎,じょろう
人家,じんか
抑止,よくし
立ち込める,たちこめる
観賞,かんしょう
争議,そうぎ
返却,へんきゃく
果てし,はてし
抜本,ばっぽん
拭き取る,ふきとる
ふき取る,ふきとる
学級,がっきゅう
将兵,しょうへい
略称,りゃくしょう
ｇｄｐ,じーでぃーぴー
ＧＤＰ,じーでぃーぴー
手探り,てさぐり
耕地,こうち
旅費,りょひ
調書,ちょうしょ
文中,ぶんちゅう
第一,だいいち
草案,そうあん
勝敗,しょうはい
小銭,こぜに
追悼,ついとう
大男,おおおとこ
先手,せんて
罰則,ばっそく
戸棚,とだな
移送,いそう
暗がり,くらがり
国策,こくさく
毎度,まいど
瀬,せ
研ぐ,とぐ
梢,こずえ
門徒,もんと
打ち付ける,うちつける
打ちつける,うちつける
罪人,ざいにん
傘下,さんか
車種,しゃしゅ
普請,ふしん
二者,にしゃ
満喫,まんきつ
激変,げきへん
美的,びてき
無形,むけい
強ち,あながち
南無,なむ
属,ぞく
諫める,いさめる
押し上げる,おしあげる
単価,たんか
悪事,あくじ
後続,こうぞく
年始,ねんし
修飾,しゅうしょく
絵書き,えかき
絵かき,えかき
喝采,かっさい
特産,とくさん
吸引,きゅういん
鼾,いびき
季,き
画一,かくいつ
七夕,たなばた
承る,うけたまわる
耐久,たいきゅう
齣,こま
凶器,きょうき
稲作,いなさく
無機,むき
揶揄,やゆ
忌避,きひ
擦り抜ける,すりぬける
すり抜ける,すりぬける
嘆息,たんそく
豹,ひょう
嫌気,いやけ
雑魚,ざこ
挿し絵,さしえ
余暇,よか
海兵,かいへい
匠,たくみ
遣り甲斐,やりがい
差し出し,さしだし
前置き,まえおき
産後,さんご
出社,しゅっしゃ
国営,こくえい
彩色,さいしき
懸賞,けんしょう
鵜,う
公営,こうえい
桟橋,さんばし
落札,らくさつ
折り畳む,おりたたむ
折りたたむ,おりたたむ
磨き,みがき
外壁,がいへき
薔薇色,ばらいろ
バラ色,ばらいろ
洒落,しゃれ
呟き,つぶやき
余剰,よじょう
偏に,ひとえに
織機,しょっき
絡繰,からくり
律儀,りちぎ
改称,かいしょう
打破,だは
飛来,ひらい
届け出る,とどけでる
丸切り,まるきり
分け,わける
芹,せり
空地,くうち
魔術,まじゅつ
船体,せんたい
所轄,しょかつ
穿つ,うがつ
心遣い,こころづかい
直行,ちょっこう
后,きさき
揺るぐ,ゆるぐ
軽量,けいりょう
出し合う,だしあう
下がり,さがり
下り,さがり
駆け出す,かけだす
見入る,みいる
叢書,そうしょ
